category,date,downloads
without_mirrors,2024-03-12,24
without_mirrors,2024-03-13,21
without_mirrors,2024-03-14,2
without_mirrors,2024-03-15,7
without_mirrors,2024-03-16,29
without_mirrors,2024-03-17,30
without_mirrors,2024-03-18,30
without_mirrors,2024-03-19,14
without_mirrors,2024-03-20,23
without_mirrors,2024-03-21,11
without_mirrors,2024-03-22,24
without_mirrors,2024-03-23,6
without_mirrors,2024-03-24,4
without_mirrors,2024-03-25,3
without_mirrors,2024-03-26,6
without_mirrors,2024-03-27,13
without_mirrors,2024-03-28,13
without_mirrors,2024-03-29,9
without_mirrors,2024-03-30,5
without_mirrors,2024-03-31,3
without_mirrors,2024-04-01,12
without_mirrors,2024-04-02,27
without_mirrors,2024-04-03,6
without_mirrors,2024-04-04,10
without_mirrors,2024-04-05,38
without_mirrors,2024-04-06,1
without_mirrors,2024-04-07,4
without_mirrors,2024-04-08,24
without_mirrors,2024-04-09,28
without_mirrors,2024-04-10,17
without_mirrors,2024-04-11,5
without_mirrors,2024-04-12,22
without_mirrors,2024-04-13,2
without_mirrors,2024-04-14,7
without_mirrors,2024-04-15,28
without_mirrors,2024-04-16,14
without_mirrors,2024-04-17,89
without_mirrors,2024-04-18,25
without_mirrors,2024-04-19,40
without_mirrors,2024-04-20,14
without_mirrors,2024-04-21,8
without_mirrors,2024-04-22,13
without_mirrors,2024-04-23,33
without_mirrors,2024-04-24,14
without_mirrors,2024-04-25,64
without_mirrors,2024-04-26,29
without_mirrors,2024-04-27,14
without_mirrors,2024-04-28,33
without_mirrors,2024-04-29,40
without_mirrors,2024-04-30,50
